Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training947,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.4,51,48
Training948,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,5.2,43,54
Training949,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,10.3,45,66
Training950,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,9.3,54,61
Training951,Lost,Procsys,Security,India,"Procsys,Security,India",44,7.3,40,35
Training952,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.8,57,58
Training953,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67,8.7,38,37
Training954,Won,Procsys,Security,India,"Procsys,Security,India",44,6.7,51,53
Training955,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,6,53,73
Training956,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9.7,49,52
Training957,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9.8,68,56
Training958,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,7.3,59,65
Training959,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,7.9,41,67
Training960,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,6.3,33,100
Training961,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,9.1,30,48
Training962,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,9.8,53,62
Training963,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.2,71,49
Training964,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.3,52,60
Training965,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,10.2,58,64
Training966,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,4.9,57,71
Training967,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.6,41,59
Training968,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.1,50,60
Training969,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,13.1,53,48
Training970,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,8.3,39,55
Training971,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7,43,58
Training972,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,8.2,69,52
Training973,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,8.1,41,62
Training974,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.5,35,61
Training975,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,9.6,53,66
Training976,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.4,57,65
Training977,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,11,39,69
Training978,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,8.4,68,59
Training979,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,10.1,32,45
Training980,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,5.9,54,85
Training981,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.2,50,62
Training982,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,11.6,63,41
Training983,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,9.5,48,62
Training984,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,6.9,55,57
Training985,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.4,38,70
Training986,Lost,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33,11.6,46,40
Training987,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,8.5,57,69
Training988,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,11.5,50,55
Training989,Won,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28,5.6,60,67
Training990,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.8,57,61
Training991,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9,44,72
Training992,Lost,Procsys,Security,India,"Procsys,Security,India",44,8.4,32,50
Training993,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10,51,43
Training994,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,8.8,66,50
Training995,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,8.3,65,55
Training996,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.7,36,43
Training997,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,7.2,34,51
Training998,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8,64,59
Training999,Won,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,10.3,52,69
Training1000,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,3.2,48,51
Training1001,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,10.3,29,66
Training1002,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,11.4,46,50
Training1003,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.6,70,50
Training1004,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,10.2,46,56
Training1005,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,10.6,32,54
Training1006,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,6.8,65,52
Training1007,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,5.2,50,68
Training1008,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7.3,74,48
Training1009,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67,6.5,46,56
Training1010,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,9.7,57,63
Training1011,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,6.7,50,65
Training1012,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,11.4,58,50
Training1013,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,5.9,60,78
Training1014,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,7.7,58,45
Training1015,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.7,46,54
Training1016,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.9,44,69
Training1017,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,9.7,66,54
Training1018,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,4.2,61,63
Training1019,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.7,55,63
Training1020,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.8,42,60
Training1021,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30,6.9,47,61
Training1022,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,8,61,63
Training1023,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,9.4,38,66
Training1024,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.7,56,35
Training1025,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25,9.9,52,68
Training1026,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,6.8,40,55
Training1027,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,6,69,63
Training1028,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,8.4,52,59
Training1029,Won,Lifesys,Mobility,Canada,"Lifesys,Mobility,Canada",10,9.4,36,57
Training1030,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,5.5,56,55
Training1031,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,7,45,56
Training1032,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,8.7,49,60
Training1033,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,6.1,51,60
Training1034,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,6.5,49,50
Training1035,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,5.9,54,67
Training1036,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,8.7,34,59
Training1037,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7.4,57,63
Training1038,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,6.3,63,66
Training1039,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.1,42,69
Training1040,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,6,59,44
Training1041,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.1,50,56
Training1042,Won,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,9.3,45,56
Training1043,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,7.3,38,46
Training1044,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,7.4,56,63
Training1045,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.7,41,58
Training1046,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,10.6,59,57
Training1047,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.1,70,61
Training1048,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,5.8,46,48
Training1049,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70,10,52,41
Training1050,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,7.2,59,68
Training1051,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,7.2,38,77
Training1052,Lost,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28,8.5,44,76
Training1053,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8.9,61,55
Training1054,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.8,42,49
Training1055,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67,7.1,57,55
Training1056,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.6,40,78
Training1057,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,4.1,67,78
Training1058,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.7,57,60
Training1059,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,6.4,65,60
Training1060,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68,7.6,57,47
Training1061,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,5,61,57
Training1062,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,10.1,42,65
Training1063,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,8.4,63,58
Training1064,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,5.8,62,72
Training1065,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,7.5,58,73
Training1066,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,11.7,47,74
Training1067,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,10.2,58,57
Training1068,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,11.2,62,51
Training1069,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,6.1,39,62
Training1070,Won,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,9.2,34,56
Training1071,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,10.8,43,69
Training1072,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7.4,46,100
Training1073,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7.9,43,44
Training1074,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.2,53,67
Training1075,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9.3,33,70
Training1076,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7,55,68
Training1077,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,8.5,45,67
Training1078,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,9,58,35
Training1079,Won,Procsys,Security,India,"Procsys,Security,India",44,9.4,37,67
Training1080,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75,4.9,40,58
Training1081,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.5,64,47
Training1082,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.3,51,66
Training1083,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,7.5,36,51
Training1084,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.6,52,54
Training1085,Won,Procsys,Security,India,"Procsys,Security,India",44,10.2,36,72
Training1086,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,8.2,33,55
Training1087,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,4.5,57,50
Training1088,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,6.8,53,57
Training1089,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,13,47,55
Training1090,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9,44,49
Training1091,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.6,35,49
Training1092,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,6,49,49
Training1093,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.9,63,52
Training1094,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,11.7,54,52
Training1095,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,6.7,74,70
Training1096,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.2,77,72
Training1097,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9.3,73,100
Training1098,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.5,69,59
Training1099,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9.4,68,51
Training1100,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,7.2,49,63
Training1101,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,7.5,39,65
Training1102,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.1,51,50
Training1103,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,8.2,49,38
Training1104,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,5.8,38,72
Training1105,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,12.2,66,65
Training1106,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,10.1,61,67
Training1107,Lost,Procsys,Security,India,"Procsys,Security,India",44,6.3,61,54
Training1108,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,6.9,47,47
Training1109,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,8.1,58,60
Training1110,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,10.1,57,58
Training1111,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.3,65,68
Training1112,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,9,39,65
Training1113,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,8.1,47,64
Training1114,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68,7.2,50,45
Training1115,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,5.9,46,90
Training1116,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.2,41,70
Training1117,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,10.3,55,61
Training1118,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,11.5,55,63
Training1119,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,6.1,65,72
Training1120,Lost,Procsys,Security,India,"Procsys,Security,India",44,5.7,59,48
Training1121,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,4.9,68,69
Training1122,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,7.9,46,68
Training1123,Won,Lifesys,Defense,UK,"Lifesys,Defense,UK",20,9.2,48,75
Training1124,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,6.2,50,71
Training1125,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,3.8,53,59
Training1126,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8.5,57,59
Training1127,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,6.8,43,67
Training1128,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,5.5,50,50
Training1129,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,9,41,56
Training1130,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,9.5,64,57
Training1131,Won,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,6.9,34,57
Training1132,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.3,53,67
Training1133,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.3,52,66
Training1134,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.4,51,52
Training1135,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,11.2,50,63
Training1136,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.6,52,58
Training1137,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9.8,57,64
Training1138,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,6.1,56,73
Training1139,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.1,62,63
Training1140,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,6.2,54,68
Training1141,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,4.4,32,65
Training1142,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,10.8,46,55
Training1143,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,5.4,35,64
Training1144,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,9.9,45,56
Training1145,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.5,41,67
Training1146,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,9.4,58,68
Training1147,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7,45,61
Training1148,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,7.4,44,66
Training1149,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.6,33,51
Training1150,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,10.4,64,100
Training1151,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,8.7,64,60
Training1152,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,11.3,54,61
Training1153,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,7.5,55,52
Training1154,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,9.6,64,59
Training1155,Lost,Procsys,Security,India,"Procsys,Security,India",44,8,50,62
Training1156,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7.2,52,53
Training1157,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,7.7,53,49
Training1158,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,6.2,60,52
Training1159,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,9.4,37,53
Training1160,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.6,71,64
Training1161,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,4.7,55,63
Training1162,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,8.5,59,66
Training1163,Won,Procsys,Security,India,"Procsys,Security,India",44,5.9,65,55
Training1164,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,11.1,41,45
Training1165,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7.4,62,47
Training1166,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,8,51,48
Training1167,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,9.9,32,55
Training1168,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,8.5,40,69
Training1169,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,9.5,73,68
Training1170,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6.8,40,56
Training1171,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,3.1,37,70
Training1172,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.7,46,45
Training1173,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,8.2,46,48
Training1174,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,7.5,58,64
Training1175,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,10.2,58,66
Training1176,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,7.8,56,63
Training1177,Lost,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28,7.3,52,53
Training1178,Won,Procsys,Security,India,"Procsys,Security,India",44,8.3,26,70
Training1179,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,9.9,70,71
Training1180,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,6.3,52,51
Training1181,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8.2,42,38
Training1182,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,6.5,52,53
Training1183,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,9.3,46,52
Training1184,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,6.3,45,54
Training1185,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6.6,46,56
Training1186,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.4,53,78
Training1187,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,3.1,38,56
Training1188,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,5.6,63,61
Training1189,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30,8,47,46
Training1190,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,11.1,43,54
Training1191,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,10.6,57,71
Training1192,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,5.8,55,66
Training1193,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,7,55,50
Training1194,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6.9,52,68
Training1195,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.1,58,51
Training1196,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9.2,45,74
Training1197,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,10.6,53,57
Training1198,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,4.3,52,54
Training1199,Lost,Procsys,Security,India,"Procsys,Security,India",44,9.1,70,56
Training1200,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10.4,41,100
Training1201,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,10.8,46,55
Training1202,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,6.8,39,70
Training1203,Lost,Procsys,Capital Markets,Americas,"Procsys,Capital Markets,Americas",28,8.3,77,85
Training1204,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,4.5,47,54
Training1205,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,8.8,68,57
Training1206,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8,62,77
Training1207,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,3.1,43,76
Training1208,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4.7,59,48
Training1209,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,8.8,34,64
Training1210,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8.5,52,68
Training1211,Won,Procsys,Security,India,"Procsys,Security,India",44,8,53,85
Training1212,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,6.2,63,69
Training1213,Lost,LearnSys,Insurance,UK,"LearnSys,Insurance,UK",74,6.4,55,32
Training1214,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,5.5,56,45
Training1215,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.3,44,64
